timestamp,name,confidence
2026-05-31T00:28:27,Bond,30.6
2026-05-31T00:28:32,Bond,35.0
2026-05-31T00:28:37,Bond,32.5
2026-05-31T00:28:42,Bond,46.9
2026-05-31T00:28:48,Bond,44.2
2026-05-31T00:28:53,Bond,64.7
2026-05-31T00:28:58,Bond,29.6
